SettlementDate,SettlementPeriod,1,2,3,4,5,6,7,8,9
01/07/2021,27,3,0,0,1,3,3,48,24,68
01/07/2021,28,3,0,0,1,3,3,50,25,69
01/07/2021,29,3,0,0,1,2,2,48,24,64
01/07/2021,30,3,0,0,1,2,2,42,21,63
01/07/2021,31,3,1,0,2,2,2,42,21,62
01/07/2021,32,3,1,0,3,3,3,42,21,59
01/07/2021,33,3,0,0,3,2,2,36,18,56
01/07/2021,34,3,0,0,4,2,2,34,17,51
01/07/2021,35,2,0,1,4,2,2,36,18,48
01/07/2021,36,2,0,0,5,2,2,28,14,43
01/07/2021,37,2,0,0,11,2,2,24,12,35
01/07/2021,38,2,0,0,13,3,3,20,10,27
01/07/2021,39,1,0,2,9,3,3,16,8,22
01/07/2021,40,1,1,3,9,2,2,14,7,17
01/07/2021,41,1,1,2,8,2,2,8,4,15
01/07/2021,42,1,1,2,7,2,2,8,4,11
01/07/2021,43,1,1,2,5,2,2,8,4,9
01/07/2021,44,1,1,1,4,2,2,8,4,8
01/07/2021,45,1,1,1,3,2,2,6,3,10
01/07/2021,46,1,0,1,4,2,2,4,2,8
01/07/2021,47,1,0,0,3,2,2,4,2,6
01/07/2021,48,1,0,0,2,2,2,2,1,6
02/07/2021,1,1,0,0,0,1,1,4,2,6
02/07/2021,2,1,0,0,0,2,2,2,1,4
02/07/2021,3,1,0,0,0,2,2,2,1,4
02/07/2021,4,1,0,0,0,2,2,0,0,3
02/07/2021,5,1,0,0,0,2,2,0,0,3
02/07/2021,6,1,1,0,0,2,2,0,0,2
02/07/2021,7,1,1,0,0,2,2,0,0,2
02/07/2021,8,1,1,0,0,2,2,0,0,2
02/07/2021,9,1,1,0,1,1,1,0,0,2
02/07/2021,10,1,1,0,1,1,1,0,0,1
02/07/2021,11,1,1,0,1,1,1,0,0,3
02/07/2021,12,1,1,0,0,1,1,0,0,3
02/07/2021,13,1,1,0,0,1,1,0,0,2
02/07/2021,14,1,1,0,0,1,1,0,0,2
02/07/2021,15,1,1,0,1,1,1,0,0,1
02/07/2021,16,1,1,0,0,1,1,0,0,1
02/07/2021,17,2,2,0,0,1,1,0,0,1
02/07/2021,18,2,2,0,1,1,1,0,0,0
02/07/2021,19,2,2,0,0,1,1,0,0,0
02/07/2021,20,2,2,0,0,1,1,0,0,0
02/07/2021,21,2,3,0,0,1,1,0,0,0
02/07/2021,22,2,3,0,1,1,1,0,0,0
02/07/2021,23,2,3,0,1,2,2,0,0,0
02/07/2021,24,2,3,0,0,2,2,0,0,1
02/07/2021,25,2,3,0,0,3,3,0,0,0
02/07/2021,26,3,4,0,3,3,3,0,0,0
02/07/2021,27,3,3,0,3,4,4,0,0,0
02/07/2021,28,4,4,0,2,4,4,2,1,0
02/07/2021,29,4,6,0,0,5,5,2,1,0
02/07/2021,30,5,6,1,0,5,5,4,2,0
02/07/2021,31,4,7,1,0,6,6,6,3,0
02/07/2021,32,4,8,1,0,7,7,8,4,2
02/07/2021,33,3,8,2,1,8,8,10,5,7
02/07/2021,34,3,8,2,1,9,9,16,8,13
02/07/2021,35,3,7,4,0,9,9,18,9,16
02/07/2021,36,3,7,6,0,10,10,20,10,18
02/07/2021,37,3,5,3,0,10,10,24,12,21
02/07/2021,38,3,5,3,0,13,13,30,15,23
02/07/2021,39,2,4,2,2,13,13,32,16,24
02/07/2021,40,2,6,2,2,13,13,34,17,26
02/07/2021,41,3,7,2,1,12,12,36,18,30
02/07/2021,42,2,6,1,0,11,11,40,20,32
02/07/2021,43,2,6,1,0,9,9,40,20,37
02/07/2021,44,2,5,0,0,9,9,42,21,31
02/07/2021,45,2,4,0,0,10,10,48,24,33
02/07/2021,46,2,4,0,0,12,12,44,22,36
02/07/2021,47,2,4,0,0,13,13,44,22,37
02/07/2021,48,1,5,0,0,15,15,38,19,37
03/07/2021,1,1,4,0,1,16,16,38,19,36
03/07/2021,2,2,3,0,1,16,16,46,23,33
03/07/2021,3,1,3,0,2,15,15,42,21,30
03/07/2021,4,1,2,0,3,16,16,42,21,27
03/07/2021,5,2,3,0,1,16,16,38,19,23
03/07/2021,6,2,3,0,0,17,17,42,21,21
03/07/2021,7,2,3,0,0,18,18,38,19,18
03/07/2021,8,2,3,0,0,14,14,34,17,17
03/07/2021,9,2,2,0,1,16,16,36,18,17
03/07/2021,10,2,2,0,1,21,21,42,21,19
03/07/2021,11,2,2,0,1,27,27,40,20,20
03/07/2021,12,2,3,0,1,30,30,40,20,20
03/07/2021,13,2,3,0,0,32,32,36,18,21
03/07/2021,14,2,2,0,0,30,30,36,18,20
03/07/2021,15,1,2,0,0,26,26,30,15,19
03/07/2021,16,1,2,0,0,25,25,34,17,18
03/07/2021,17,1,2,0,0,24,24,26,13,18
03/07/2021,18,1,3,0,0,23,23,26,13,17
03/07/2021,19,1,4,0,0,18,18,26,13,22
03/07/2021,20,1,4,0,0,16,16,32,16,21
03/07/2021,21,1,5,0,0,16,16,38,19,23
03/07/2021,22,1,5,0,1,16,16,40,20,23
03/07/2021,23,1,6,0,1,16,16,54,27,23
03/07/2021,24,1,7,0,0,17,17,52,26,25
03/07/2021,25,1,7,1,0,22,22,58,29,30
03/07/2021,26,1,6,1,0,22,22,58,29,43
03/07/2021,27,1,8,1,0,23,23,68,34,45
03/07/2021,28,2,9,0,1,27,27,58,29,38
03/07/2021,29,3,9,1,2,30,30,56,28,32
03/07/2021,30,5,7,1,1,32,32,56,28,23
03/07/2021,31,6,6,1,1,32,32,54,27,23
03/07/2021,32,7,5,1,0,32,32,24,12,21
03/07/2021,33,8,6,2,0,32,32,24,12,14
03/07/2021,34,8,10,2,1,32,32,34,17,12
03/07/2021,35,9,8,1,1,31,31,30,15,10
03/07/2021,36,11,10,0,3,29,29,22,11,9
03/07/2021,37,11,9,0,7,25,25,32,16,10
03/07/2021,38,11,6,0,10,25,25,12,6,10
03/07/2021,39,11,6,0,7,25,25,10,5,11
03/07/2021,40,13,5,0,4,25,25,10,5,11
03/07/2021,41,12,5,0,0,26,26,24,12,9
03/07/2021,42,12,5,0,0,28,28,28,14,8
03/07/2021,43,13,4,0,1,30,30,30,15,10
03/07/2021,44,14,4,0,1,31,31,40,20,14
03/07/2021,45,13,3,0,2,31,31,32,16,18
03/07/2021,46,13,4,0,3,31,31,40,20,23
03/07/2021,47,13,4,0,4,30,30,30,15,19
03/07/2021,48,13,3,0,4,29,29,26,13,15
04/07/2021,1,13,3,1,5,28,28,28,14,9
04/07/2021,2,13,3,1,5,29,29,26,13,10
04/07/2021,3,15,3,1,3,26,26,26,13,9
04/07/2021,4,14,3,1,3,23,23,26,13,10
04/07/2021,5,14,3,1,3,21,21,26,13,11
04/07/2021,6,14,3,1,7,17,17,30,15,11
04/07/2021,7,14,4,0,3,15,15,22,11,9
04/07/2021,8,14,4,0,4,14,14,16,8,8
04/07/2021,9,14,4,0,4,13,13,14,7,6
04/07/2021,10,14,3,0,3,12,12,14,7,6
04/07/2021,11,15,3,0,6,10,10,16,8,6
04/07/2021,12,16,3,0,6,9,9,12,6,6
04/07/2021,13,17,3,0,1,8,8,12,6,8
04/07/2021,14,18,3,0,2,7,7,16,8,8
04/07/2021,15,18,4,0,3,6,6,18,9,6
04/07/2021,16,17,4,0,3,7,7,12,6,4
04/07/2021,17,17,4,0,2,6,6,8,4,4
04/07/2021,18,16,4,0,2,7,7,2,1,3
04/07/2021,19,15,4,0,3,9,9,2,1,4
04/07/2021,20,15,4,0,4,11,11,6,3,5
04/07/2021,21,15,4,0,1,13,13,2,1,6
04/07/2021,22,15,5,0,0,16,16,4,2,7
04/07/2021,23,15,5,0,0,16,16,4,2,10
04/07/2021,24,15,5,0,1,15,15,4,2,14
04/07/2021,25,14,4,1,10,15,15,6,3,16
04/07/2021,26,13,4,0,9,14,14,6,3,19
04/07/2021,27,12,4,0,6,13,13,10,5,23
04/07/2021,28,11,4,1,12,18,18,10,5,27
04/07/2021,29,10,4,1,12,18,18,14,7,28
04/07/2021,30,9,3,0,13,20,20,18,9,28
04/07/2021,31,9,4,0,8,22,22,24,12,28
04/07/2021,32,8,5,0,5,24,24,40,20,35
04/07/2021,33,8,2,0,0,28,28,60,30,47
04/07/2021,34,8,3,0,0,31,31,56,28,52
04/07/2021,35,8,3,0,0,33,33,48,24,57
04/07/2021,36,9,2,0,0,34,34,72,36,60
04/07/2021,37,8,2,0,0,44,44,58,29,60
04/07/2021,38,8,1,0,0,44,44,50,25,62
04/07/2021,39,8,2,0,0,48,48,52,26,52
04/07/2021,40,8,2,1,4,49,49,54,27,46
04/07/2021,41,8,1,0,8,54,54,80,40,39
04/07/2021,42,8,1,0,9,54,54,56,28,33
04/07/2021,43,9,2,0,6,55,55,60,30,30
04/07/2021,44,9,2,0,9,50,50,72,36,30
04/07/2021,45,9,2,0,8,52,52,74,37,33
04/07/2021,46,8,1,0,6,51,51,72,36,41
04/07/2021,47,8,1,0,0,49,49,76,38,47
04/07/2021,48,8,2,0,0,46,46,72,36,29
05/07/2021,1,7,2,0,0,44,44,58,29,26
05/07/2021,2,7,2,0,0,45,45,52,26,25
05/07/2021,3,7,3,0,0,45,45,56,28,32
05/07/2021,4,7,4,1,2,44,44,64,32,27
05/07/2021,5,7,5,1,5,43,43,82,41,40
05/07/2021,6,7,5,0,6,38,38,80,40,48
05/07/2021,7,7,5,0,5,35,35,78,39,58
05/07/2021,8,7,5,0,5,31,31,68,34,58
05/07/2021,9,7,5,0,4,25,25,74,37,64
05/07/2021,10,7,4,0,5,23,23,78,39,64
05/07/2021,11,7,4,5,4,21,21,72,36,57
05/07/2021,12,8,4,5,4,21,21,62,31,57
05/07/2021,13,8,5,3,2,22,22,52,26,50
05/07/2021,14,9,5,3,1,18,18,48,24,50
05/07/2021,15,10,4,4,1,17,17,44,22,52
05/07/2021,16,10,5,4,0,14,14,42,21,47
05/07/2021,17,11,8,2,1,13,13,46,23,45
05/07/2021,18,10,8,1,5,13,13,36,18,45
05/07/2021,19,10,8,2,9,11,11,26,13,46
05/07/2021,20,9,8,3,10,7,7,28,14,42
05/07/2021,21,9,8,3,6,7,7,12,6,41
05/07/2021,22,9,8,3,7,7,7,10,5,35
05/07/2021,23,9,9,6,12,8,8,8,4,30
05/07/2021,24,9,9,7,19,10,10,8,4,24
05/07/2021,25,9,10,10,35,12,12,18,9,23
05/07/2021,26,9,12,10,33,15,15,12,6,19
05/07/2021,27,8,12,10,35,17,17,8,4,18
05/07/2021,28,9,21,9,31,29,29,4,2,18
05/07/2021,29,8,22,9,32,32,32,4,2,17
05/07/2021,30,7,22,7,30,33,33,2,1,15
05/07/2021,31,7,21,12,31,32,32,2,1,10
05/07/2021,32,7,24,12,27,30,30,2,1,9
05/07/2021,33,6,27,13,17,29,29,2,1,7
05/07/2021,34,6,23,11,17,29,29,4,2,7
05/07/2021,35,6,25,8,11,27,27,4,2,6
05/07/2021,36,6,24,7,9,25,25,6,3,6
05/07/2021,37,6,19,5,3,23,23,6,3,6
05/07/2021,38,5,19,5,2,19,19,10,5,6
05/07/2021,39,5,20,4,0,18,18,28,14,9
05/07/2021,40,5,22,4,0,16,16,48,24,12
05/07/2021,41,5,19,2,0,17,17,80,40,20
05/07/2021,42,4,15,3,0,24,24,76,38,31
05/07/2021,43,4,14,2,0,30,30,80,40,43
05/07/2021,44,4,9,2,2,43,43,70,35,49
05/07/2021,45,4,10,2,7,50,50,66,33,55
05/07/2021,46,3,8,1,8,55,55,62,31,59
05/07/2021,47,3,7,0,8,57,57,70,35,58
05/07/2021,48,3,6,0,9,62,62,72,36,48
06/07/2021,1,2,5,0,8,64,64,52,26,49
06/07/2021,2,2,4,0,8,67,67,56,28,51
06/07/2021,3,2,4,0,8,70,70,84,42,55
06/07/2021,4,1,3,0,8,70,70,60,30,46
06/07/2021,5,2,2,0,8,70,70,66,33,41
06/07/2021,6,2,2,0,4,70,70,86,43,50
06/07/2021,7,2,2,0,4,70,70,90,45,50
06/07/2021,8,2,2,1,2,71,71,90,45,51
06/07/2021,9,2,2,1,0,71,71,90,45,52
06/07/2021,10,3,3,2,0,73,73,88,44,52
06/07/2021,11,3,3,2,0,73,73,82,41,43
06/07/2021,12,4,3,1,0,75,75,76,38,47
06/07/2021,13,3,3,1,0,78,78,80,40,59
06/07/2021,14,4,4,2,0,78,78,78,39,65
06/07/2021,15,4,4,2,0,78,78,78,39,66
06/07/2021,16,4,5,2,1,78,78,76,38,57
06/07/2021,17,5,5,3,3,78,78,72,36,59
06/07/2021,18,6,6,4,3,77,77,70,35,50
06/07/2021,19,6,6,4,4,77,77,62,31,50
06/07/2021,20,6,6,3,4,76,76,50,25,38
06/07/2021,21,6,6,2,4,76,76,50,25,35
06/07/2021,22,6,6,1,1,76,76,58,29,28
06/07/2021,23,6,5,1,0,76,76,54,27,25
06/07/2021,24,6,4,1,1,77,77,56,28,31
06/07/2021,25,5,5,1,2,76,76,40,20,40
06/07/2021,26,5,5,1,1,74,74,38,19,49
06/07/2021,27,5,5,1,1,72,72,40,20,55
06/07/2021,28,5,4,1,0,76,76,56,28,63
06/07/2021,29,6,4,0,0,77,77,66,33,69
06/07/2021,30,6,4,0,0,77,77,62,31,73
06/07/2021,31,6,3,1,1,77,77,84,42,80
06/07/2021,32,6,2,1,1,77,77,84,42,75
06/07/2021,33,5,2,1,2,76,76,84,42,71
06/07/2021,34,5,2,1,1,75,75,84,42,75
06/07/2021,35,4,2,1,2,73,73,84,42,63
06/07/2021,36,3,1,1,2,71,71,82,41,56
06/07/2021,37,3,1,1,3,68,68,76,38,55
06/07/2021,38,2,1,1,3,65,65,74,37,56
06/07/2021,39,2,1,1,9,63,63,74,37,51
06/07/2021,40,1,2,1,11,64,64,64,32,64
06/07/2021,41,1,4,1,11,64,64,88,44,60
06/07/2021,42,1,3,1,10,64,64,82,41,51
06/07/2021,43,1,3,1,9,61,61,68,34,61
06/07/2021,44,2,3,2,8,61,61,84,42,75
06/07/2021,45,3,3,2,8,60,60,90,45,77
06/07/2021,46,4,3,2,8,61,61,90,45,81
06/07/2021,47,5,4,2,6,61,61,90,45,81
06/07/2021,48,6,4,1,4,59,59,90,45,81
07/07/2021,1,6,4,0,1,57,57,90,45,80
07/07/2021,2,7,4,0,1,55,55,88,44,79
07/07/2021,3,8,3,0,2,51,51,88,44,75
07/07/2021,4,9,3,1,3,49,49,88,44,75
07/07/2021,5,9,3,0,3,47,47,86,43,70
07/07/2021,6,12,3,0,4,47,47,86,43,64
07/07/2021,7,12,3,0,5,46,46,86,43,62
07/07/2021,8,12,3,0,6,48,48,84,42,54
07/07/2021,9,11,3,0,5,50,50,82,41,52
07/07/2021,10,10,3,0,4,53,53,82,41,50
07/07/2021,11,9,3,0,4,57,57,76,38,49
07/07/2021,12,8,4,1,3,58,58,74,37,45
07/07/2021,13,7,5,1,8,56,56,58,29,38
07/07/2021,14,8,5,1,9,53,53,54,27,33
07/07/2021,15,8,6,1,8,51,51,52,26,28
07/07/2021,16,8,6,1,8,51,51,62,31,27
07/07/2021,17,8,6,1,8,49,49,68,34,27
07/07/2021,18,7,6,1,7,47,47,68,34,27
07/07/2021,19,8,7,1,7,46,46,64,32,29
07/07/2021,20,8,9,2,7,44,44,60,30,24
07/07/2021,21,9,9,4,9,45,45,48,24,23
07/07/2021,22,10,11,4,10,47,47,40,20,21
07/07/2021,23,10,11,2,13,49,49,34,17,19
07/07/2021,24,9,12,2,15,50,50,28,14,18
07/07/2021,25,9,12,3,16,50,50,28,14,15
07/07/2021,26,10,12,2,16,51,51,30,15,10
07/07/2021,27,11,13,3,16,50,50,28,14,10
07/07/2021,28,12,14,3,14,49,49,34,17,9
07/07/2021,29,13,14,6,14,50,50,34,17,8
07/07/2021,30,14,15,7,11,49,49,46,23,7
07/07/2021,31,15,15,5,14,47,47,46,23,6
07/07/2021,32,14,17,6,15,45,45,58,29,6
07/07/2021,33,14,17,5,16,42,42,60,30,8
07/07/2021,34,13,16,6,16,40,40,56,28,11
07/07/2021,35,12,16,6,18,38,38,36,18,13
07/07/2021,36,12,16,6,22,36,36,40,20,14
07/07/2021,37,11,16,6,20,35,35,26,13,11
07/07/2021,38,10,16,5,26,36,36,16,8,14
07/07/2021,39,9,16,6,18,36,36,24,12,16
07/07/2021,40,8,17,6,15,31,31,20,10,14
07/07/2021,41,7,15,12,16,31,31,20,10,14
07/07/2021,42,8,13,12,17,30,30,18,9,16
07/07/2021,43,8,15,10,15,29,29,16,8,21
07/07/2021,44,8,14,10,16,24,24,16,8,25
07/07/2021,45,7,13,8,12,23,23,24,12,22
07/07/2021,46,7,11,6,10,24,24,20,10,17
07/07/2021,47,6,10,5,6,23,23,24,12,14
07/07/2021,48,6,8,3,4,21,21,22,11,11
08/07/2021,1,6,7,1,3,20,20,28,14,12
08/07/2021,2,5,7,0,3,18,18,32,16,15
08/07/2021,3,5,5,0,1,18,18,36,18,13
08/07/2021,4,5,4,0,1,17,17,42,21,12
08/07/2021,5,5,4,0,1,16,16,46,23,10
08/07/2021,6,5,4,0,1,14,14,48,24,9
08/07/2021,7,5,4,0,1,15,15,46,23,8
08/07/2021,8,4,3,1,4,15,15,44,22,9
08/07/2021,9,4,3,1,2,14,14,40,20,7
08/07/2021,10,3,3,1,1,16,16,34,17,10
08/07/2021,11,3,3,1,2,18,18,26,13,6
08/07/2021,12,3,3,1,2,18,18,22,11,6
08/07/2021,13,3,3,1,0,18,18,18,9,4
08/07/2021,14,3,2,1,1,17,17,14,7,5
08/07/2021,15,3,2,1,2,17,17,12,6,3
08/07/2021,16,3,1,0,2,16,16,12,6,2
08/07/2021,17,3,1,0,1,15,15,12,6,1
08/07/2021,18,3,1,0,1,13,13,14,7,1
08/07/2021,19,3,1,0,2,11,11,14,7,1
08/07/2021,20,3,1,0,3,9,9,14,7,1
08/07/2021,21,3,1,0,4,7,7,10,5,1
08/07/2021,22,3,1,0,4,5,5,10,5,1
08/07/2021,23,3,1,0,3,5,5,8,4,1
08/07/2021,24,4,1,0,3,7,7,6,3,1
08/07/2021,25,4,1,0,3,8,8,6,3,1
08/07/2021,26,4,1,0,3,9,9,4,2,1
08/07/2021,27,3,1,0,4,10,10,2,1,1
08/07/2021,28,3,1,0,5,9,9,2,1,1
08/07/2021,29,3,1,0,5,10,10,0,0,1
08/07/2021,30,3,1,0,5,10,10,0,0,2
08/07/2021,31,3,1,0,6,11,11,0,0,1
08/07/2021,32,3,1,0,6,12,12,0,0,1
08/07/2021,33,3,1,0,6,12,12,0,0,3
08/07/2021,34,2,1,0,7,13,13,0,0,3
08/07/2021,35,2,1,0,10,13,13,0,0,4
08/07/2021,36,2,1,0,11,12,12,6,3,6
08/07/2021,37,2,1,0,4,10,10,2,1,6
08/07/2021,38,1,2,1,3,9,9,0,0,9
08/07/2021,39,1,2,1,4,5,5,0,0,7
08/07/2021,40,1,1,1,4,4,4,0,0,6
08/07/2021,41,1,2,1,5,4,4,0,0,4
08/07/2021,42,1,2,1,5,6,6,0,0,5
08/07/2021,43,1,2,1,4,8,8,0,0,5
08/07/2021,44,1,1,1,2,9,9,0,0,6
08/07/2021,45,1,1,1,2,9,9,0,0,7
08/07/2021,46,1,1,1,2,9,9,0,0,7
08/07/2021,47,1,1,1,1,8,8,0,0,6
08/07/2021,48,1,0,0,1,7,7,0,0,7
09/07/2021,1,1,0,0,1,6,6,0,0,6
09/07/2021,2,1,0,0,1,5,5,0,0,5
09/07/2021,3,1,0,0,1,6,6,0,0,4
09/07/2021,4,1,0,0,1,4,4,0,0,6
09/07/2021,5,1,0,0,1,3,3,0,0,6
09/07/2021,6,1,0,0,1,3,3,0,0,6
09/07/2021,7,1,0,0,1,2,2,0,0,5
09/07/2021,8,1,0,0,1,2,2,0,0,4
09/07/2021,9,1,0,0,1,2,2,0,0,3
09/07/2021,10,1,0,0,0,2,2,0,0,2
09/07/2021,11,1,0,0,0,3,3,0,0,1
09/07/2021,12,1,0,0,0,4,4,0,0,1
09/07/2021,13,1,0,0,0,3,3,0,0,1
09/07/2021,14,1,0,0,0,3,3,0,0,1
09/07/2021,15,1,0,0,0,3,3,0,0,0
09/07/2021,16,1,0,0,0,2,2,0,0,0
09/07/2021,17,1,0,0,0,2,2,2,1,0
09/07/2021,18,1,0,0,0,1,1,2,1,0
09/07/2021,19,1,0,0,0,1,1,0,0,1
09/07/2021,20,1,1,0,0,1,1,0,0,1
09/07/2021,21,1,1,0,0,1,1,0,0,1
09/07/2021,22,1,1,0,0,1,1,0,0,1
09/07/2021,23,1,1,0,0,1,1,0,0,1
09/07/2021,24,1,1,0,0,1,1,0,0,1
09/07/2021,25,1,1,1,0,2,2,0,0,2
09/07/2021,26,1,1,0,0,1,1,0,0,3
09/07/2021,27,1,1,0,0,3,3,0,0,2
09/07/2021,28,1,1,1,0,4,4,0,0,3
09/07/2021,29,1,1,1,0,5,5,0,0,5
09/07/2021,30,1,1,1,0,5,5,2,1,7
09/07/2021,31,1,1,1,0,6,6,2,1,9
09/07/2021,32,1,1,0,0,6,6,4,2,13
09/07/2021,33,1,1,0,0,6,6,6,3,16
09/07/2021,34,1,2,1,0,7,7,4,2,18
09/07/2021,35,1,2,0,3,8,8,4,2,19
09/07/2021,36,1,1,0,5,8,8,6,3,19
09/07/2021,37,1,1,1,5,8,8,8,4,22
09/07/2021,38,1,1,1,3,8,8,6,3,24
09/07/2021,39,1,1,0,0,8,8,6,3,18
09/07/2021,40,1,1,0,0,9,9,10,5,17
09/07/2021,41,1,2,0,0,9,9,12,6,13
09/07/2021,42,2,1,0,0,9,9,16,8,12
09/07/2021,43,2,1,0,0,7,7,16,8,11
09/07/2021,44,2,0,0,0,9,9,12,6,8
09/07/2021,45,2,0,0,0,11,11,10,5,7
09/07/2021,46,2,0,0,0,13,13,8,4,8
09/07/2021,47,2,0,0,0,12,12,8,4,9
09/07/2021,48,1,0,0,0,11,11,10,5,9
10/07/2021,1,1,0,0,0,11,11,6,3,5
10/07/2021,2,1,0,0,0,10,10,10,5,4
10/07/2021,3,1,0,0,0,7,7,10,5,4
10/07/2021,4,1,0,0,0,7,7,10,5,5
10/07/2021,5,1,0,0,0,6,6,8,4,9
10/07/2021,6,1,0,0,0,6,6,12,6,10
10/07/2021,7,1,0,0,0,4,4,12,6,14
10/07/2021,8,1,0,0,0,3,3,12,6,13
10/07/2021,9,1,0,0,0,2,2,14,7,14
10/07/2021,10,1,0,0,0,2,2,12,6,17
10/07/2021,11,1,0,0,0,1,1,18,9,18
10/07/2021,12,1,0,0,0,1,1,16,8,17
10/07/2021,13,1,0,0,0,1,1,12,6,18
10/07/2021,14,1,0,0,0,1,1,12,6,15
10/07/2021,15,1,0,0,0,1,1,12,6,13
10/07/2021,16,1,0,0,0,1,1,10,5,11
10/07/2021,17,1,0,0,0,1,1,10,5,11
10/07/2021,18,1,0,0,0,1,1,8,4,9
10/07/2021,19,1,0,0,1,1,1,6,3,8
10/07/2021,20,1,0,0,1,1,1,4,2,8
10/07/2021,21,1,0,0,1,1,1,2,1,9
10/07/2021,22,1,1,0,1,1,1,2,1,8
10/07/2021,23,1,1,0,0,1,1,0,0,8
10/07/2021,24,1,1,0,0,1,1,0,0,10
10/07/2021,25,1,1,0,0,1,1,2,1,11
10/07/2021,26,1,1,0,0,1,1,2,1,12
10/07/2021,27,1,1,0,0,1,1,2,1,11
10/07/2021,28,1,1,0,0,1,1,4,2,12
10/07/2021,29,1,1,0,0,1,1,2,1,9
10/07/2021,30,2,1,0,0,1,1,4,2,9
10/07/2021,31,2,1,0,0,1,1,4,2,10
10/07/2021,32,2,3,0,0,1,1,4,2,9
10/07/2021,33,2,3,1,2,1,1,4,2,10
10/07/2021,34,1,2,1,2,1,1,4,2,11
10/07/2021,35,1,1,1,1,1,1,2,1,12
10/07/2021,36,1,1,0,1,1,1,2,1,9
10/07/2021,37,1,1,0,0,1,1,2,1,8
10/07/2021,38,1,1,0,0,1,1,2,1,7
10/07/2021,39,1,1,0,0,1,1,4,2,8
10/07/2021,40,1,1,0,0,1,1,4,2,6
10/07/2021,41,1,1,0,0,1,1,4,2,9
10/07/2021,42,1,1,0,0,1,1,4,2,10
10/07/2021,43,1,1,0,0,1,1,2,1,10
10/07/2021,44,1,2,0,0,1,1,2,1,9
10/07/2021,45,1,2,0,0,1,1,2,1,10
10/07/2021,46,1,2,0,0,1,1,4,2,9
10/07/2021,47,1,2,0,0,1,1,2,1,10
10/07/2021,48,1,3,0,0,1,1,2,1,10
11/07/2021,1,1,3,0,1,1,1,4,2,12
11/07/2021,2,1,4,0,1,1,1,4,2,12
11/07/2021,3,1,4,0,0,1,1,6,3,13
11/07/2021,4,1,5,0,0,1,1,6,3,13
11/07/2021,5,1,5,0,1,1,1,6,3,14
11/07/2021,6,1,5,0,1,1,1,6,3,14
11/07/2021,7,1,5,0,5,1,1,6,3,13
11/07/2021,8,1,5,1,5,1,1,6,3,11
11/07/2021,9,1,4,0,1,1,1,4,2,11
11/07/2021,10,1,4,0,1,1,1,0,0,10
11/07/2021,11,1,4,0,1,1,1,0,0,9
11/07/2021,12,1,4,0,1,1,1,0,0,10
11/07/2021,13,1,4,0,0,1,1,0,0,8
11/07/2021,14,1,4,0,0,1,1,0,0,7
11/07/2021,15,1,4,0,0,1,1,0,0,8
11/07/2021,16,1,4,0,0,1,1,2,1,8
11/07/2021,17,1,5,0,0,1,1,2,1,12
11/07/2021,18,1,7,1,0,1,1,4,2,12
11/07/2021,19,1,7,0,0,1,1,4,2,15
11/07/2021,20,1,6,0,0,1,1,6,3,19
11/07/2021,21,1,5,1,1,1,1,6,3,22
11/07/2021,22,1,6,1,1,1,1,6,3,27
11/07/2021,23,1,5,1,1,1,1,8,4,28
11/07/2021,24,1,6,1,5,2,2,8,4,32
11/07/2021,25,1,4,0,5,2,2,10,5,33
11/07/2021,26,1,5,0,5,3,3,16,8,39
11/07/2021,27,1,4,0,5,4,4,10,5,43
11/07/2021,28,1,4,0,4,4,4,12,6,41
11/07/2021,29,1,5,0,0,4,4,14,7,44
11/07/2021,30,1,3,1,0,4,4,18,9,47
11/07/2021,31,1,3,1,0,4,4,20,10,46
11/07/2021,32,1,2,2,3,5,5,28,14,45
11/07/2021,33,1,1,0,8,5,5,28,14,42
11/07/2021,34,1,1,0,5,7,7,24,12,43
11/07/2021,35,1,2,0,0,8,8,28,14,45
11/07/2021,36,1,2,0,0,8,8,24,12,44
11/07/2021,37,1,1,0,0,9,9,22,11,47
11/07/2021,38,1,1,0,0,9,9,20,10,41
11/07/2021,39,1,0,0,0,10,10,20,10,41
11/07/2021,40,1,0,0,0,10,10,20,10,38
11/07/2021,41,1,0,0,0,10,10,18,9,39
11/07/2021,42,1,0,0,0,10,10,18,9,37
11/07/2021,43,1,0,0,0,8,8,16,8,37
11/07/2021,44,1,0,0,0,7,7,12,6,36
11/07/2021,45,1,0,0,0,5,5,10,5,31
11/07/2021,46,1,0,0,0,4,4,12,6,31
11/07/2021,47,1,0,0,0,2,2,10,5,23
11/07/2021,48,1,0,0,0,1,1,14,7,20
12/07/2021,1,1,0,0,1,2,2,10,5,18
12/07/2021,2,1,0,0,1,2,2,10,5,17
12/07/2021,3,1,1,0,4,2,2,10,5,14
12/07/2021,4,1,0,1,5,2,2,10,5,13
12/07/2021,5,1,1,0,4,2,2,6,3,9
12/07/2021,6,1,1,0,3,2,2,10,5,9
12/07/2021,7,1,1,0,3,2,2,0,0,6
12/07/2021,8,1,1,1,3,2,2,4,2,4
12/07/2021,9,1,1,1,4,2,2,4,2,3
12/07/2021,10,1,1,1,2,2,2,8,4,1
12/07/2021,11,1,1,1,3,2,2,8,4,2
12/07/2021,12,1,1,1,3,2,2,4,2,1
12/07/2021,13,1,1,1,5,3,3,12,6,1
12/07/2021,14,1,1,1,5,4,4,12,6,1
12/07/2021,15,1,1,1,5,5,5,4,2,1
