FinancialYear,SettlementDate,SettlementPeriod,1,2,3,4,5,6,7,8,9
2022/23,44684,27,1,1,1,1,,11,0,0,0
2022/23,44684,28,1,2,0,1,,11,0,0,0
2022/23,44684,29,1,3,0,1,,10,0,0,1
2022/23,44684,30,1,4,0,3,,8,0,0,1
2022/23,44684,31,1,4,1,5,,8,0,0,1
2022/23,44684,32,0,2,1,4,,6,0,0,1
2022/23,44684,33,0,4,1,2,,5,0,0,2
2022/23,44684,34,0,4,1,2,,3,0,0,4
2022/23,44684,35,0,5,2,5,,2,0,0,6
2022/23,44684,36,0,5,3,1,,2,0,0,6
2022/23,44684,37,0,6,2,3,,5,0,0,7
2022/23,44684,38,0,8,2,3,,4,0,0,7
2022/23,44684,39,0,10,2,1,,4,0,0,5
2022/23,44684,40,0,12,2,1,,3,0,0,8
2022/23,44684,41,0,13,2,6,,3,0,0,14
2022/23,44684,42,1,15,2,10,,2,0,0,17
2022/23,44684,43,1,14,3,13,,2,0,0,17
2022/23,44684,44,1,12,3,19,,1,0,0,16
2022/23,44684,45,1,12,2,16,,1,2,1,16
2022/23,44684,46,1,12,1,15,,1,2,1,22
2022/23,44684,47,1,10,1,12,,2,4,2,30
2022/23,44684,48,1,8,1,9,,1,6,3,40
2022/23,44685,1,1,8,2,13,,1,8,4,44
2022/23,44685,2,1,8,1,12,,1,10,5,38
2022/23,44685,3,1,8,1,18,,1,14,7,45
2022/23,44685,4,1,7,1,20,,1,14,7,49
2022/23,44685,5,1,10,3,17,,1,16,8,49
2022/23,44685,6,1,10,3,18,,1,12,6,47
2022/23,44685,7,1,8,1,22,,1,12,6,37
2022/23,44685,8,1,6,1,17,,1,14,7,34
2022/23,44685,9,1,4,1,14,,1,10,5,29
2022/23,44685,10,1,5,10,14,,1,12,6,22
2022/23,44685,11,2,3,2,17,,1,16,8,21
2022/23,44685,12,1,2,3,21,,3,16,8,21
2022/23,44685,13,1,3,1,24,,3,18,9,18
2022/23,44685,14,1,3,2,21,,3,18,9,15
2022/23,44685,15,1,3,3,16,,6,20,10,12
2022/23,44685,16,1,4,5,16,,6,20,10,7
2022/23,44685,17,4,7,5,13,,4,14,7,5
2022/23,44685,18,6,10,3,14,,4,12,6,11
2022/23,44685,19,14,10,6,19,,1,14,7,4
2022/23,44685,20,13,9,29,25,,11,16,8,4
2022/23,44685,21,14,17,38,41,,1,10,5,9
2022/23,44685,22,19,29,47,62,,7,8,4,9
2022/23,44685,23,20,37,43,72,,5,4,2,5
2022/23,44685,24,19,50,44,59,,5,2,1,4
2022/23,44685,25,12,55,46,48,,7,4,2,2
2022/23,44685,26,15,55,50,55,,11,4,2,9
2022/23,44685,27,15,53,54,57,,11,2,1,1
2022/23,44685,28,13,63,51,75,,9,6,3,2
2022/23,44685,29,21,68,50,82,,9,12,6,2
2022/23,44685,30,16,67,50,64,,2,16,8,9
2022/23,44685,31,19,69,51,58,,1,12,6,13
2022/23,44685,32,24,54,45,59,,1,14,7,7
2022/23,44685,33,22,51,38,51,,13,18,9,8
2022/23,44685,34,23,52,30,48,,15,18,9,2
2022/23,44685,35,15,61,25,47,,1,18,9,13
2022/23,44685,36,17,53,23,47,,6,22,11,13
2022/23,44685,37,22,49,14,33,,8,18,9,1
2022/23,44685,38,17,51,8,40,,13,10,5,23
2022/23,44685,39,13,50,10,30,,3,14,7,20
2022/23,44685,40,9,45,20,34,,9,16,8,21
2022/23,44685,41,13,43,14,30,,9,14,7,34
2022/23,44685,42,10,37,4,28,,1,16,8,27
2022/23,44685,43,6,28,3,24,,3,16,8,26
2022/23,44685,44,9,27,3,21,,3,20,10,48
2022/23,44685,45,8,27,2,20,,6,22,11,64
2022/23,44685,46,11,20,3,23,,10,26,13,61
2022/23,44685,47,2,25,4,19,,16,22,11,53
2022/23,44685,48,2,35,7,13,,16,22,11,48
2022/23,44686,1,1,28,6,12,,10,22,11,44
2022/23,44686,2,4,14,4,8,,12,12,6,40
2022/23,44686,3,2,17,2,3,,10,16,8,43
2022/23,44686,4,2,10,4,3,,8,24,12,38
2022/23,44686,5,1,6,3,6,,11,28,14,26
2022/23,44686,6,1,9,3,5,,11,32,16,16
2022/23,44686,7,3,9,3,5,,10,28,14,13
2022/23,44686,8,4,11,1,8,,10,30,15,13
2022/23,44686,9,2,9,1,8,,11,32,16,12
2022/23,44686,10,3,5,20,12,,9,30,15,12
2022/23,44686,11,4,5,2,21,,6,24,12,10
2022/23,44686,12,4,4,2,24,,7,26,13,9
2022/23,44686,13,4,4,4,20,,4,26,13,5
2022/23,44686,14,6,6,2,20,,4,26,13,7
2022/23,44686,15,6,10,1,29,,2,26,13,4
2022/23,44686,16,9,8,1,40,,5,20,10,6
2022/23,44686,17,10,8,2,28,,4,18,9,4
2022/23,44686,18,9,5,2,29,,3,20,10,3
2022/23,44686,19,13,6,4,30,,2,18,9,2
2022/23,44686,20,14,6,7,27,,1,18,9,3
2022/23,44686,21,11,4,7,32,,1,22,11,2
2022/23,44686,22,10,5,9,34,,1,12,6,1
2022/23,44686,23,12,7,11,40,,1,8,4,1
2022/23,44686,24,14,10,5,30,,1,4,2,1
2022/23,44686,25,14,11,5,24,,1,4,2,1
2022/23,44686,26,21,11,4,23,,1,4,2,1
2022/23,44686,27,26,11,6,19,,1,2,1,0
2022/23,44686,28,17,14,5,21,,1,0,0,1
2022/23,44686,29,22,13,8,26,,1,2,1,1
2022/23,44686,30,22,19,4,26,,1,0,0,2
2022/23,44686,31,23,16,3,24,,1,0,0,3
2022/23,44686,32,28,18,6,25,,1,0,0,6
2022/23,44686,33,24,12,7,33,,1,0,0,7
2022/23,44686,34,25,14,8,19,,1,0,0,6
2022/23,44686,35,28,12,13,18,,1,0,0,6
2022/23,44686,36,22,12,13,31,,1,0,0,9
2022/23,44686,37,23,14,10,19,,1,0,0,9
2022/23,44686,38,16,18,10,23,,1,0,0,6
2022/23,44686,39,22,16,12,15,,1,0,0,3
2022/23,44686,40,22,16,11,19,,1,0,0,3
2022/23,44686,41,18,21,10,22,,2,2,1,8
2022/23,44686,42,20,32,6,18,,3,2,1,7
2022/23,44686,43,12,31,5,22,,6,4,2,1
2022/23,44686,44,16,32,7,17,,8,10,5,2
2022/23,44686,45,24,32,10,16,,10,12,6,4
2022/23,44686,46,16,26,10,14,,8,16,8,14
2022/23,44686,47,22,25,13,33,,9,20,10,26
2022/23,44686,48,16,28,14,49,,9,18,9,17
2022/23,44687,1,20,29,13,64,,8,16,8,23
2022/23,44687,2,17,25,18,68,,7,14,7,14
2022/23,44687,3,25,15,13,82,,7,8,4,12
2022/23,44687,4,29,14,12,87,,7,4,2,6
2022/23,44687,5,28,13,21,84,,7,2,1,4
2022/23,44687,6,19,21,18,78,,7,4,2,5
2022/23,44687,7,17,40,18,64,,8,6,3,9
2022/23,44687,8,14,39,14,63,,9,6,3,8
2022/23,44687,9,12,43,13,65,,8,6,3,9
2022/23,44687,10,7,56,140,80,,9,6,3,11
2022/23,44687,11,11,54,12,77,,8,2,1,10
2022/23,44687,12,11,51,15,81,,8,2,1,12
2022/23,44687,13,5,50,17,78,,7,2,1,10
2022/23,44687,14,5,48,16,88,,6,2,1,10
2022/23,44687,15,12,40,21,83,,6,4,2,13
2022/23,44687,16,13,40,25,85,,6,8,4,13
2022/23,44687,17,15,33,19,82,,4,22,11,13
2022/23,44687,18,12,28,12,54,,3,8,4,8
2022/23,44687,19,11,34,7,37,,2,10,5,6
2022/23,44687,20,18,44,5,24,,2,16,8,5
2022/23,44687,21,22,39,8,29,,1,12,6,7
2022/23,44687,22,14,30,11,25,,4,6,3,7
2022/23,44687,23,25,26,12,26,,3,6,3,7
2022/23,44687,24,28,27,14,21,,6,4,2,4
2022/23,44687,25,25,30,10,23,,6,6,3,2
2022/23,44687,26,29,19,7,24,,5,4,2,13
2022/23,44687,27,29,17,7,24,,7,4,2,2
2022/23,44687,28,22,19,9,27,,15,2,1,5
2022/23,44687,29,17,26,10,23,,22,2,1,8
2022/23,44687,30,14,33,10,37,,19,2,1,11
2022/23,44687,31,9,33,12,37,,16,2,1,10
2022/23,44687,32,10,32,13,45,,11,10,5,12
2022/23,44687,33,8,30,15,48,,13,2,1,20
2022/23,44687,34,10,25,18,40,,15,2,1,13
2022/23,44687,35,13,32,17,28,,17,8,4,20
2022/23,44687,36,17,31,11,26,,24,10,5,11
2022/23,44687,37,9,27,13,19,,25,6,3,6
2022/23,44687,38,5,24,5,21,,23,16,8,18
2022/23,44687,39,4,20,6,15,,7,20,10,14
2022/23,44687,40,5,19,5,8,,10,18,9,16
2022/23,44687,41,4,22,12,8,,17,18,9,13
2022/23,44687,42,3,20,14,10,,10,6,3,7
2022/23,44687,43,2,15,10,18,,6,6,3,5
2022/23,44687,44,2,24,13,19,,2,4,2,5
2022/23,44687,45,2,20,17,19,,6,2,1,5
2022/23,44687,46,2,16,17,18,,7,8,4,3
2022/23,44687,47,2,14,19,17,,6,8,4,5
2022/23,44687,48,2,13,15,12,,13,6,3,6
2022/23,44688,1,1,12,15,8,,5,4,2,4
2022/23,44688,2,1,13,16,6,,7,4,2,8
2022/23,44688,3,2,10,16,5,,5,2,1,8
2022/23,44688,4,1,7,11,4,,3,2,1,8
2022/23,44688,5,2,8,8,2,,1,2,1,14
2022/23,44688,6,2,6,1,1,,2,2,1,18
2022/23,44688,7,1,7,1,1,,4,2,1,25
2022/23,44688,8,1,5,1,0,,2,2,1,39
2022/23,44688,9,1,1,2,0,,3,4,2,37
2022/23,44688,10,1,-1,10,0,,1,4,2,35
2022/23,44688,11,1,-1,4,0,,1,4,2,32
2022/23,44688,12,0,-1,3,0,,1,4,2,24
2022/23,44688,13,0,-1,0,0,,1,2,1,20
2022/23,44688,14,0,-1,0,0,,1,8,4,24
2022/23,44688,15,0,-1,0,0,,1,6,3,39
2022/23,44688,16,0,-1,1,0,,1,0,0,34
2022/23,44688,17,0,-1,0,0,,1,2,1,39
2022/23,44688,18,0,-1,0,0,,1,2,1,39
2022/23,44688,19,1,-1,0,0,,1,2,1,30
2022/23,44688,20,1,-1,0,0,,1,8,4,25
2022/23,44688,21,1,-1,0,0,,1,4,2,26
2022/23,44688,22,1,-1,0,0,,2,4,2,23
2022/23,44688,23,1,-1,0,0,,2,4,2,21
2022/23,44688,24,0,0,0,0,,2,4,2,32
2022/23,44688,25,0,0,0,0,,3,8,4,51
2022/23,44688,26,1,0,0,0,,3,6,3,53
2022/23,44688,27,1,-1,0,0,,4,4,2,55
2022/23,44688,28,1,-1,0,1,,8,6,3,50
2022/23,44688,29,1,-1,0,1,,13,14,7,45
2022/23,44688,30,1,0,0,1,,19,24,12,35
2022/23,44688,31,2,-1,0,1,,16,34,17,31
2022/23,44688,32,2,-1,0,1,,10,38,19,32
2022/23,44688,33,2,-1,0,0,,16,34,17,31
2022/23,44688,34,2,-1,0,0,,14,26,13,28
2022/23,44688,35,2,-1,0,0,,14,32,16,28
2022/23,44688,36,2,-1,0,0,,19,24,12,24
2022/23,44688,37,1,-1,0,0,,21,20,10,25
2022/23,44688,38,1,-1,0,0,,21,16,8,27
2022/23,44688,39,1,-1,0,0,,22,14,7,19
2022/23,44688,40,4,0,0,0,,27,14,7,20
2022/23,44688,41,6,2,1,1,,26,14,7,15
2022/23,44688,42,5,6,1,0,,29,12,6,9
2022/23,44688,43,3,6,2,0,,30,14,7,7
2022/23,44688,44,4,6,2,0,,30,12,6,6
2022/23,44688,45,5,8,2,3,,29,12,6,6
2022/23,44688,46,5,10,2,5,,35,12,6,7
2022/23,44688,47,5,17,1,5,,39,16,8,5
2022/23,44688,48,4,19,1,5,,37,10,5,4
2022/23,44689,1,3,18,1,6,,39,10,5,2
2022/23,44689,2,3,19,2,5,,34,10,5,3
2022/23,44689,3,4,17,2,3,,25,10,5,2
2022/23,44689,4,4,15,2,1,,19,10,5,3
2022/23,44689,5,3,12,1,4,,18,10,5,2
2022/23,44689,6,3,10,1,4,,17,8,4,1
2022/23,44689,7,3,10,1,4,,21,6,3,1
2022/23,44689,8,4,9,1,3,,25,8,4,1
2022/23,44689,9,3,7,1,1,,33,6,3,1
2022/23,44689,10,2,11,10,1,,34,6,3,1
2022/23,44689,11,3,14,1,1,,31,6,3,1
2022/23,44689,12,4,12,1,2,,32,6,3,1
2022/23,44689,13,4,11,0,3,,31,6,3,2
2022/23,44689,14,2,8,0,1,,25,4,2,2
2022/23,44689,15,2,4,0,5,,21,2,1,1
2022/23,44689,16,2,8,1,1,,20,4,2,1
2022/23,44689,17,2,10,1,3,,22,4,2,1
2022/23,44689,18,2,11,1,3,,19,4,2,1
2022/23,44689,19,3,12,2,8,,18,4,2,1
2022/23,44689,20,2,16,1,13,,16,2,1,3
2022/23,44689,21,1,19,1,23,,17,2,1,2
2022/23,44689,22,1,20,3,21,,18,2,1,3
2022/23,44689,23,5,16,5,31,,20,4,2,5
2022/23,44689,24,1,19,5,39,,21,4,2,8
2022/23,44689,25,2,18,6,45,,20,2,1,10
2022/23,44689,26,1,21,8,39,,20,2,1,9
2022/23,44689,27,1,25,10,41,,21,2,1,9
2022/23,44689,28,1,31,12,47,,21,2,1,9
2022/23,44689,29,2,40,15,46,,21,4,2,10
2022/23,44689,30,4,40,18,46,,21,4,2,9
2022/23,44689,31,8,49,20,40,,19,2,1,8
2022/23,44689,32,12,58,19,31,,14,4,2,11
2022/23,44689,33,11,62,19,29,,12,4,2,17
2022/23,44689,34,3,56,16,35,,12,4,2,20
2022/23,44689,35,2,49,8,22,,11,6,3,22
2022/23,44689,36,1,38,9,28,,13,8,4,24
2022/23,44689,37,1,30,7,29,,16,8,4,25
2022/23,44689,38,1,33,4,26,,15,10,5,29
2022/23,44689,39,1,31,7,27,,17,10,5,27
2022/23,44689,40,2,27,12,30,,16,10,5,31
2022/23,44689,41,1,43,18,35,,17,12,6,36
2022/23,44689,42,1,65,24,40,,15,10,5,29
2022/23,44689,43,2,67,20,52,,11,10,5,24
2022/23,44689,44,5,66,14,59,,10,8,4,25
2022/23,44689,45,8,68,15,65,,8,8,4,31
2022/23,44689,46,10,68,18,62,,5,12,6,45
2022/23,44689,47,5,68,25,59,,4,14,7,48
2022/23,44689,48,3,72,22,67,,5,16,8,55
2022/23,44690,1,2,72,23,61,,5,18,9,60
2022/23,44690,2,2,71,17,50,,5,18,9,66
2022/23,44690,3,9,64,8,49,,6,14,7,58
2022/23,44690,4,11,67,7,46,,7,12,6,50
2022/23,44690,5,14,61,7,51,,4,12,6,55
2022/23,44690,6,13,57,7,62,,4,12,6,60
2022/23,44690,7,17,66,13,67,,3,8,4,54
2022/23,44690,8,22,64,26,63,,2,8,4,50
2022/23,44690,9,16,62,25,54,,1,6,3,49
2022/23,44690,10,16,61,160,52,,1,6,3,50
2022/23,44690,11,17,59,12,49,,1,2,1,52
2022/23,44690,12,18,61,15,60,,1,2,1,58
2022/23,44690,13,15,67,17,71,,1,6,3,57
2022/23,44690,14,19,66,16,74,,1,10,5,48
2022/23,44690,15,20,65,16,87,,1,14,7,42
2022/23,44690,16,22,74,17,108,,1,12,6,36
2022/23,44690,17,24,74,27,105,,1,12,6,30
2022/23,44690,18,5,75,21,93,,2,12,6,34
2022/23,44690,19,5,74,21,97,,2,12,6,33
2022/23,44690,20,26,82,39,108,,2,18,9,37
2022/23,44690,21,21,84,37,89,,4,14,7,47
2022/23,44690,22,26,84,43,86,,6,12,6,52
2022/23,44690,23,6,82,51,92,,4,18,9,63
2022/23,44690,24,6,83,53,115,,9,24,12,62
2022/23,44690,25,21,83,56,117,,15,34,17,59
2022/23,44690,26,26,84,57,105,,19,46,23,66
2022/23,44690,27,26,84,57,110,,29,62,31,69
2022/23,44690,28,21,87,57,111,,34,72,36,72
2022/23,44690,29,26,90,55,117,,36,74,37,72
2022/23,44690,30,26,91,54,124,,36,82,41,77
2022/23,44690,31,20,91,52,111,,37,84,42,80
2022/23,44690,32,26,90,56,96,,47,86,43,79
2022/23,44690,33,26,90,56,94,,43,88,44,82
2022/23,44690,34,26,92,55,83,,39,86,43,83
2022/23,44690,35,5,92,47,107,,37,82,41,86
2022/23,44690,36,25,90,48,120,,39,82,41,68
2022/23,44690,37,23,85,48,124,,43,80,40,66
2022/23,44690,38,19,88,45,126,,45,84,42,80
2022/23,44690,39,3,89,42,130,,39,82,41,79
2022/23,44690,40,12,87,47,121,,36,82,41,88
2022/23,44690,41,13,85,43,124,,43,80,40,91
2022/23,44690,42,12,84,29,126,,55,84,42,92
2022/23,44690,43,12,89,25,119,,63,84,42,93
2022/23,44690,44,13,87,28,121,,64,86,43,92
2022/23,44690,45,15,78,25,66,,64,88,44,90
2022/23,44690,46,16,57,23,30,,61,88,44,92
2022/23,44690,47,18,48,22,26,,69,88,44,95
2022/23,44690,48,17,49,19,41,,71,88,44,94
2022/23,44691,1,16,44,13,40,,77,88,44,94
2022/23,44691,2,15,32,14,58,,72,88,44,92
2022/23,44691,3,13,16,13,48,,66,88,44,87
2022/23,44691,4,13,10,18,40,,61,88,44,88
2022/23,44691,5,3,15,19,61,,62,88,44,94
2022/23,44691,6,13,18,15,98,,67,88,44,94
2022/23,44691,7,14,21,12,94,,63,88,44,94
2022/23,44691,8,15,23,14,90,,39,88,44,94
2022/23,44691,9,15,24,17,103,,24,88,44,92
2022/23,44691,10,13,29,210,92,,22,86,43,91
2022/23,44691,11,17,35,33,74,,29,86,43,93
2022/23,44691,12,4,46,37,71,,41,78,39,91
2022/23,44691,13,4,53,39,76,,52,74,37,89
2022/23,44691,14,21,62,41,116,,52,76,38,90
2022/23,44691,15,12,52,36,115,,53,76,38,78
2022/23,44691,16,10,49,35,129,,46,78,39,66
2022/23,44691,17,21,56,35,129,,35,76,38,81
2022/23,44691,18,23,57,45,103,,30,72,36,79
2022/23,44691,19,26,67,48,103,,24,74,37,90
2022/23,44691,20,23,75,48,135,,22,84,42,89
2022/23,44691,21,22,75,49,137,,28,88,44,81
2022/23,44691,22,24,71,37,134,,21,88,44,65
2022/23,44691,23,26,73,48,135,,20,88,44,63
2022/23,44691,24,24,70,39,125,,21,88,44,55
2022/23,44691,25,18,71,47,136,,27,86,43,93
2022/23,44691,26,19,78,47,127,,30,82,41,86
2022/23,44691,27,22,74,47,116,,39,58,29,96
2022/23,44691,28,19,76,38,103,,58,54,27,89
2022/23,44691,29,30,71,39,106,,61,46,23,78
2022/23,44691,30,22,69,47,97,,55,58,29,87
2022/23,44691,31,23,64,43,94,,45,44,22,95
2022/23,44691,32,25,84,43,125,,38,40,20,83
2022/23,44691,33,23,52,32,75,,39,30,15,49
2022/23,44691,34,24,62,21,58,,42,30,15,59
2022/23,44691,35,17,71,34,70,,36,48,24,60
2022/23,44691,36,14,54,36,78,,32,60,30,66
2022/23,44691,37,7,53,36,105,,41,60,30,85
2022/23,44691,38,8,57,40,68,,40,56,28,58
2022/23,44691,39,8,78,43,55,,40,50,25,45
2022/23,44691,40,8,76,33,39,,48,54,27,62
2022/23,44691,41,20,85,32,68,,42,68,34,58
2022/23,44691,42,23,89,24,81,,36,72,36,77
2022/23,44691,43,17,86,21,96,,31,70,35,70
2022/23,44691,44,17,83,25,92,,20,78,39,47
2022/23,44691,45,17,78,33,93,,17,82,41,54
2022/23,44691,46,15,78,31,117,,15,72,36,44
2022/23,44691,47,17,75,32,110,,17,68,34,56
2022/23,44691,48,17,76,37,99,,24,70,35,75
2022/23,44692,1,14,77,44,104,,25,74,37,87
2022/23,44692,2,12,6,40,117,,27,62,31,85
2022/23,44692,3,14,78,38,118,,25,58,29,81
2022/23,44692,4,7,79,34,126,,28,56,28,93
2022/23,44692,5,7,79,36,136,,29,66,33,95
2022/23,44692,6,9,82,36,131,,36,80,40,94
2022/23,44692,7,9,132,35,137,,37,86,43,98
2022/23,44692,8,7,103,34,134,,47,80,40,98
2022/23,44692,9,10,64,42,134,,56,64,32,99
2022/23,44692,10,13,52,410,114,,57,46,23,95
2022/23,44692,11,13,28,31,88,,55,56,28,94
2022/23,44692,12,17,24,21,79,,62,68,34,97
2022/23,44692,13,20,33,18,64,,51,78,39,97
2022/23,44692,14,10,36,17,66,,45,76,38,97
2022/23,44692,15,26,36,21,61,,42,70,35,100
2022/23,44692,16,27,53,12,52,,35,74,37,101
2022/23,44692,17,11,57,18,42,,37,78,39,101
2022/23,44692,18,29,57,22,50,,29,80,40,101
2022/23,44692,19,11,60,24,48,,29,82,41,101
2022/23,44692,20,11,66,29,62,,36,86,43,101
2022/23,44692,21,6,61,27,58,,33,84,42,101
2022/23,44692,22,6,62,30,64,,39,84,42,102
2022/23,44692,23,30,61,25,59,,48,78,39,100
2022/23,44692,24,12,59,34,85,,49,68,34,98
2022/23,44692,25,30,48,32,54,,44,56,28,88
2022/23,44692,26,29,66,39,76,,55,68,34,47
2022/23,44692,27,29,65,37,81,,60,82,41,13
2022/23,44692,28,29,41,37,79,,67,78,39,9
2022/23,44692,29,29,47,42,78,,72,88,44,10
2022/23,44692,30,15,58,37,76,,76,88,44,8
2022/23,44692,31,20,62,26,72,,74,88,44,8
2022/23,44692,32,26,59,32,67,,76,78,39,1
2022/23,44692,33,27,65,28,70,,76,80,40,8
2022/23,44692,34,26,54,25,61,,74,52,26,24
2022/23,44692,35,29,46,25,48,,75,12,6,27
2022/23,44692,36,28,43,26,46,,76,12,6,60
2022/23,44692,37,26,37,15,36,,76,12,6,83
2022/23,44692,38,23,30,12,28,,56,10,5,67
2022/23,44692,39,22,24,14,26,,37,14,7,81
2022/23,44692,40,18,24,16,23,,27,30,15,85
2022/23,44692,41,15,22,19,23,,22,38,19,80
2022/23,44692,42,25,22,12,25,,27,42,21,77
2022/23,44692,43,15,23,10,15,,35,60,30,90
2022/23,44692,44,12,29,9,10,,32,82,41,92
2022/23,44692,45,2,29,13,18,,19,82,41,92
2022/23,44692,46,3,34,15,23,,16,86,43,94
2022/23,44692,47,23,43,10,30,,11,84,42,81
2022/23,44692,48,25,45,9,27,,11,72,36,57
2022/23,44693,1,23,51,7,28,,10,48,24,60
2022/23,44693,2,14,54,9,43,,11,44,22,56
2022/23,44693,3,6,52,6,42,,12,52,26,66
2022/23,44693,4,6,48,6,38,,12,54,27,62
2022/23,44693,5,8,44,7,25,,11,46,23,73
2022/23,44693,6,20,47,4,28,,11,50,25,54
2022/23,44693,7,12,36,3,31,,10,38,19,71
2022/23,44693,8,18,24,6,25,,7,64,32,72
2022/23,44693,9,7,27,7,30,,6,58,29,64
2022/23,44693,10,14,41,60,27,,7,64,32,61
2022/23,44693,11,14,45,5,46,,4,56,28,49
2022/23,44693,12,5,37,5,33,,5,36,18,48
2022/23,44693,13,5,35,9,32,,5,38,19,57
2022/23,44693,14,6,41,11,52,,5,32,16,46
2022/23,44693,15,10,42,10,57,,6,34,17,37
2022/23,44693,16,14,42,9,38,,5,40,20,31
2022/23,44693,17,6,36,12,45,,5,46,23,34
2022/23,44693,18,12,26,14,42,,6,42,21,47
2022/23,44693,19,11,27,14,52,,5,30,15,53
2022/23,44693,20,14,29,22,60,,8,28,14,59
2022/23,44693,21,23,32,27,77,,7,28,14,58
2022/23,44693,22,25,36,31,73,,8,22,11,55
2022/23,44693,23,26,41,30,98,,9,26,13,47
2022/23,44693,24,13,50,33,98,,9,22,11,43
2022/23,44693,25,26,53,35,110,,9,18,9,53
2022/23,44693,26,15,54,32,128,,9,12,6,36
2022/23,44693,27,26,51,31,132,,8,10,5,46
2022/23,44693,28,15,52,33,114,,9,16,8,40
2022/23,44693,29,26,55,28,110,,7,18,9,48
2022/23,44693,30,10,71,35,99,,5,22,11,57
2022/23,44693,31,25,88,36,82,,3,20,10,51
2022/23,44693,32,10,87,35,92,,3,32,16,43
2022/23,44693,33,13,86,25,84,,4,58,29,53
2022/23,44693,34,22,82,24,75,,10,84,42,49
2022/23,44693,35,21,71,26,66,,33,78,39,60
2022/23,44693,36,20,56,26,49,,39,74,37,67
2022/23,44693,37,3,54,34,63,,35,70,35,60
2022/23,44693,38,17,60,26,103,,33,62,31,41
2022/23,44693,39,14,58,21,104,,37,60,30,24
2022/23,44693,40,5,64,27,112,,39,64,32,22
2022/23,44693,41,5,59,21,98,,33,66,33,36
2022/23,44693,42,11,60,15,95,,38,70,35,45
2022/23,44693,43,10,43,28,100,,42,72,36,51
2022/23,44693,44,16,48,34,93,,47,86,43,73
2022/23,44693,45,12,62,39,100,,55,88,44,83
2022/23,44693,46,12,25,34,132,,64,88,44,97
2022/23,44693,47,12,67,30,128,,61,88,44,92
2022/23,44693,48,1,67,25,112,,55,88,44,92
2022/23,44694,1,1,73,18,70,,56,88,44,98
2022/23,44694,2,12,63,25,55,,58,88,44,93
2022/23,44694,3,12,52,13,60,,58,88,44,100
2022/23,44694,4,1,56,8,70,,61,88,44,101
2022/23,44694,5,2,53,25,70,,61,88,44,103
2022/23,44694,6,13,40,29,75,,56,88,44,93
2022/23,44694,7,14,35,24,124,,50,88,44,88
2022/23,44694,8,12,58,25,131,,48,88,44,96
2022/23,44694,9,12,41,27,130,,53,88,44,97
2022/23,44694,10,10,44,250,133,,52,86,43,102
2022/23,44694,11,10,68,20,117,,45,82,41,94
2022/23,44694,12,9,68,20,135,,44,84,42,84
2022/23,44694,13,8,63,31,135,,48,88,44,90
2022/23,44694,14,6,45,40,133,,36,88,44,86
2022/23,44694,15,1,71,41,139,,39,88,44,87
2022/23,44694,16,7,76,40,144,,41,88,44,91
2022/23,44694,17,9,77,38,147,,41,88,44,98
2022/23,44694,18,10,77,34,146,,38,88,44,97
2022/23,44694,19,13,77,37,142,,31,88,44,98
2022/23,44694,20,21,70,37,144,,40,88,44,96
2022/23,44694,21,25,69,40,146,,38,86,43,100
2022/23,44694,22,27,71,42,144,,32,88,44,102
2022/23,44694,23,29,79,41,140,,31,84,42,103
2022/23,44694,24,3,77,37,132,,45,80,40,102
2022/23,44694,25,3,73,44,117,,34,86,43,102
2022/23,44694,26,30,85,56,122,,17,86,43,101
2022/23,44694,27,27,85,57,110,,16,84,42,101
2022/23,44694,28,31,85,51,120,,11,82,41,102
2022/23,44694,29,31,83,51,114,,8,88,44,102
2022/23,44694,30,31,85,43,120,,5,86,43,99
2022/23,44694,31,3,88,37,119,,3,86,43,99
2022/23,44694,32,27,86,37,97,,7,88,44,96
2022/23,44694,33,29,85,38,110,,22,86,43,87
2022/23,44694,34,3,81,34,82,,40,82,41,76
2022/23,44694,35,21,72,13,91,,55,64,32,84
2022/23,44694,36,26,67,17,106,,67,76,38,89
2022/23,44694,37,14,71,15,73,,53,74,37,73
2022/23,44694,38,4,72,11,51,,52,66,33,58
2022/23,44694,39,3,50,6,66,,62,82,41,48
2022/23,44694,40,3,49,8,54,,65,76,38,37
2022/23,44694,41,2,45,7,48,,51,54,27,32
2022/23,44694,42,5,42,5,49,,45,62,31,34
2022/23,44694,43,4,38,3,31,,54,64,32,39
2022/23,44694,44,1,34,1,20,,54,56,28,33
2022/23,44694,45,1,27,3,29,,40,36,18,26
2022/23,44694,46,9,31,5,26,,27,18,9,40
2022/23,44694,47,8,26,2,28,,27,26,13,65
2022/23,44694,48,6,26,6,34,,20,24,12,69
2022/23,44695,1,7,26,6,36,,16,32,16,74
2022/23,44695,2,7,24,4,29,,16,30,15,78
2022/23,44695,3,9,31,7,18,,16,24,12,68
2022/23,44695,4,9,34,10,16,,11,18,9,53
2022/23,44695,5,11,31,9,14,,9,16,8,51
2022/23,44695,6,12,23,7,16,,8,28,14,47
2022/23,44695,7,10,22,9,16,,8,24,12,39
2022/23,44695,8,9,19,5,17,,7,24,12,42
2022/23,44695,9,19,14,1,19,,4,16,8,34
2022/23,44695,10,23,15,70,13,,1,14,7,25
2022/23,44695,11,15,10,6,11,,2,10,5,25
2022/23,44695,12,9,7,6,6,,1,8,4,25
2022/23,44695,13,4,4,5,5,,1,4,2,20
2022/23,44695,14,4,5,6,9,,1,2,1,11
