FinancialYear,SettlementDate,SettlementPeriod,1,2,3,4,5,6,7,8,9
2021/22,44343,48,0,5,0,0,5,5,12,6,31
2021/22,44344,1,0,4,0,0,7,7,14,7,38
2021/22,44344,2,0,3,0,0,6,6,16,8,44
2021/22,44344,3,0,2,0,0,4,4,18,9,41
2021/22,44344,4,0,2,0,0,4,4,18,9,36
2021/22,44344,5,0,5,0,0,6,6,16,8,31
2021/22,44344,6,0,4,0,0,6,6,12,6,24
2021/22,44344,7,0,2,0,0,6,6,6,3,19
2021/22,44344,8,0,2,0,0,6,6,4,2,19
2021/22,44344,9,0,3,0,0,5,5,2,1,26
2021/22,44344,10,0,1,0,0,5,5,8,4,25
2021/22,44344,11,0,0,0,0,6,6,6,3,14
2021/22,44344,12,0,1,0,0,6,6,6,3,7
2021/22,44344,13,0,2,0,0,7,7,6,3,7
2021/22,44344,14,0,1,0,0,8,8,4,2,9
2021/22,44344,15,0,2,0,0,6,6,6,3,11
2021/22,44344,16,0,3,0,0,4,4,10,5,8
2021/22,44344,17,0,2,0,0,2,2,20,10,9
2021/22,44344,18,0,2,0,0,1,1,14,7,9
2021/22,44344,19,0,6,0,0,4,4,4,2,4
2021/22,44344,20,0,8,0,0,1,1,14,7,2
2021/22,44344,21,0,7,1,0,1,1,2,1,1
2021/22,44344,22,0,5,1,0,3,3,2,1,3
2021/22,44344,23,0,3,1,0,2,2,2,1,2
2021/22,44344,24,0,2,1,0,2,2,2,1,1
2021/22,44344,25,0,1,1,0,1,1,4,2,1
2021/22,44344,26,0,0,0,0,1,1,4,2,2
2021/22,44344,27,0,0,0,0,2,2,4,2,3
2021/22,44344,28,0,1,1,0,2,2,10,5,6
2021/22,44344,29,0,0,0,0,2,2,12,6,8
2021/22,44344,30,0,1,0,0,1,1,16,8,21
2021/22,44344,31,0,3,0,0,2,2,14,7,18
2021/22,44344,32,0,5,0,0,3,3,16,8,17
2021/22,44344,33,0,6,0,0,7,7,18,9,20
2021/22,44344,34,0,5,0,0,8,8,14,7,8
2021/22,44344,35,0,4,0,0,7,7,10,5,12
2021/22,44344,36,0,2,0,0,6,6,8,4,1
2021/22,44344,37,0,3,0,0,5,5,4,2,6
2021/22,44344,38,0,1,0,0,5,5,6,3,10
2021/22,44344,39,0,0,0,0,3,3,4,2,7
2021/22,44344,40,0,-1,0,0,3,3,2,1,2
2021/22,44344,41,0,-1,0,0,2,2,2,1,4
2021/22,44344,42,0,-1,0,0,7,7,2,1,3
2021/22,44344,43,0,-1,0,0,1,1,2,1,2
2021/22,44344,44,0,1,0,0,1,1,2,1,4
2021/22,44344,45,0,3,0,0,10,10,2,1,10
2021/22,44344,46,0,4,0,0,3,3,2,1,9
2021/22,44344,47,0,3,0,0,4,4,2,1,4
2021/22,44344,48,0,4,0,0,5,5,2,1,3
2021/22,44345,1,0,6,0,0,7,7,2,1,6
2021/22,44345,2,0,4,0,0,8,8,2,1,7
2021/22,44345,3,0,4,0,0,9,9,2,1,7
2021/22,44345,4,0,3,0,0,13,13,2,1,7
2021/22,44345,5,0,3,0,0,9,9,2,1,7
2021/22,44345,6,0,1,0,0,7,7,2,1,4
2021/22,44345,7,0,0,0,0,9,9,4,2,7
2021/22,44345,8,0,0,0,0,4,4,4,2,4
2021/22,44345,9,0,-1,0,0,8,8,2,1,3
2021/22,44345,10,0,-1,0,0,11,11,2,1,3
2021/22,44345,11,0,-1,0,0,12,12,2,1,2
2021/22,44345,12,0,-1,0,0,12,12,2,1,4
2021/22,44345,13,0,-1,0,0,11,11,2,1,3
2021/22,44345,14,0,0,0,0,11,11,2,1,2
2021/22,44345,15,0,-1,0,0,10,10,4,2,2
2021/22,44345,16,0,-1,0,0,11,11,4,2,2
2021/22,44345,17,0,0,0,0,11,11,4,2,2
2021/22,44345,18,0,0,0,0,11,11,2,1,3
2021/22,44345,19,0,1,0,0,12,12,2,1,6
2021/22,44345,20,0,3,0,0,10,10,2,1,6
2021/22,44345,21,0,5,0,0,12,12,2,1,6
2021/22,44345,22,0,7,0,0,14,14,2,1,11
2021/22,44345,23,0,8,0,0,15,15,2,1,13
2021/22,44345,24,0,8,1,0,14,14,2,1,13
2021/22,44345,25,0,9,1,0,13,13,2,1,12
2021/22,44345,26,0,6,1,0,13,13,4,2,11
2021/22,44345,27,0,5,0,0,12,12,4,2,8
2021/22,44345,28,0,5,1,0,14,14,2,1,7
2021/22,44345,29,0,2,1,0,15,15,2,1,8
2021/22,44345,30,0,3,1,0,16,16,2,1,14
2021/22,44345,31,0,1,1,0,18,18,2,1,18
2021/22,44345,32,0,0,1,0,18,18,4,2,12
2021/22,44345,33,0,3,0,0,17,17,6,3,9
2021/22,44345,34,0,3,0,0,18,18,6,3,9
2021/22,44345,35,0,0,0,0,19,19,8,4,16
2021/22,44345,36,0,-1,0,0,19,19,10,5,22
2021/22,44345,37,0,-1,0,0,16,16,12,6,18
2021/22,44345,38,0,-1,0,0,20,20,10,5,18
2021/22,44345,39,0,-1,0,0,22,22,6,3,16
2021/22,44345,40,0,0,0,0,19,19,6,3,12
2021/22,44345,41,0,2,0,0,15,15,6,3,9
2021/22,44345,42,0,0,0,0,16,16,8,4,9
2021/22,44345,43,0,0,0,0,14,14,8,4,11
2021/22,44345,44,0,0,0,0,12,12,6,3,9
2021/22,44345,45,0,1,0,0,14,14,4,2,6
2021/22,44345,46,0,1,0,0,16,16,4,2,4
2021/22,44345,47,0,-1,0,0,18,18,4,2,1
2021/22,44345,48,0,-1,0,0,18,18,2,1,2
2021/22,44346,1,0,-1,0,0,19,19,2,1,2
2021/22,44346,2,0,-1,0,0,16,16,2,1,1
2021/22,44346,3,0,-1,0,0,14,14,2,1,1
2021/22,44346,4,0,-1,0,0,13,13,4,2,1
2021/22,44346,5,0,-1,0,0,11,11,6,3,1
2021/22,44346,6,0,-1,0,0,9,9,8,4,1
2021/22,44346,7,0,0,0,0,8,8,10,5,1
2021/22,44346,8,0,0,0,0,7,7,8,4,1
2021/22,44346,9,0,0,0,0,8,8,10,5,1
2021/22,44346,10,0,2,0,0,11,11,8,4,1
2021/22,44346,11,0,3,0,0,14,14,8,4,1
2021/22,44346,12,0,4,0,0,15,15,6,3,1
2021/22,44346,13,0,3,0,0,15,15,4,2,1
2021/22,44346,14,0,1,0,0,13,13,4,2,1
2021/22,44346,15,0,-1,0,0,14,14,4,2,1
2021/22,44346,16,0,-1,0,0,14,14,4,2,1
2021/22,44346,17,0,-1,0,0,14,14,6,3,1
2021/22,44346,18,0,1,0,0,13,13,6,3,0
2021/22,44346,19,0,3,0,0,16,16,6,3,0
2021/22,44346,20,0,4,0,0,15,15,6,3,1
2021/22,44346,21,0,4,0,0,14,14,2,1,1
2021/22,44346,22,0,5,0,0,14,14,2,1,1
2021/22,44346,23,0,5,0,0,12,12,2,1,1
2021/22,44346,24,0,6,1,0,11,11,2,1,2
2021/22,44346,25,0,6,1,0,12,12,4,2,3
2021/22,44346,26,0,7,1,0,10,10,4,2,1
2021/22,44346,27,0,8,2,0,11,11,8,4,3
2021/22,44346,28,0,7,2,0,18,18,10,5,4
2021/22,44346,29,0,6,2,0,21,21,12,6,5
2021/22,44346,30,0,6,2,0,24,24,12,6,5
2021/22,44346,31,0,6,2,0,24,24,16,8,5
2021/22,44346,32,0,4,2,0,21,21,14,7,6
2021/22,44346,33,0,7,2,0,17,17,16,8,5
2021/22,44346,34,0,10,2,0,17,17,20,10,4
2021/22,44346,35,0,7,3,0,18,18,16,8,5
2021/22,44346,36,0,11,2,0,16,16,14,7,6
2021/22,44346,37,0,12,1,0,15,15,22,11,8
2021/22,44346,38,0,16,1,0,16,16,20,10,14
2021/22,44346,39,0,11,1,0,17,17,20,10,15
2021/22,44346,40,0,5,1,0,16,16,18,9,14
2021/22,44346,41,0,3,1,0,16,16,16,8,13
2021/22,44346,42,0,1,1,0,20,20,16,8,13
2021/22,44346,43,0,0,0,0,20,20,12,6,13
2021/22,44346,44,0,-1,0,0,25,25,10,5,10
2021/22,44346,45,0,-1,0,0,28,28,12,6,9
2021/22,44346,46,0,-1,0,0,30,30,10,5,6
2021/22,44346,47,0,0,0,0,29,29,6,3,6
2021/22,44346,48,0,5,0,0,26,26,4,2,7
2021/22,44347,1,0,9,0,0,23,23,4,2,5
2021/22,44347,2,0,9,1,0,22,22,4,2,2
2021/22,44347,3,0,9,1,0,22,22,4,2,1
2021/22,44347,4,0,10,0,0,21,21,6,3,1
2021/22,44347,5,0,10,0,0,18,18,8,4,1
2021/22,44347,6,0,9,0,0,16,16,6,3,1
2021/22,44347,7,0,7,1,0,13,13,8,4,1
2021/22,44347,8,0,7,1,0,12,12,6,3,2
2021/22,44347,9,0,6,1,0,14,14,4,2,4
2021/22,44347,10,0,4,10,0,14,14,8,4,5
2021/22,44347,11,0,3,1,0,13,13,12,6,3
2021/22,44347,12,0,3,0,0,10,10,10,5,4
2021/22,44347,13,0,1,0,0,9,9,14,7,6
2021/22,44347,14,0,2,1,0,9,9,14,7,8
2021/22,44347,15,0,2,2,0,10,10,16,8,9
2021/22,44347,16,0,3,3,0,10,10,16,8,10
2021/22,44347,17,0,7,3,0,10,10,14,7,9
2021/22,44347,18,0,11,5,0,8,8,16,8,8
2021/22,44347,19,0,13,6,0,6,6,18,9,8
2021/22,44347,20,0,17,5,0,5,5,16,8,10
2021/22,44347,21,0,25,5,0,6,6,12,6,11
2021/22,44347,22,0,31,5,0,9,9,10,5,8
2021/22,44347,23,0,33,7,0,10,10,10,5,10
2021/22,44347,24,0,35,8,0,10,10,8,4,10
2021/22,44347,25,0,39,7,0,10,10,12,6,15
2021/22,44347,26,0,47,13,0,12,12,12,6,15
2021/22,44347,27,8,51,10,0,11,11,12,6,13
2021/22,44347,28,9,49,11,0,11,11,8,4,10
2021/22,44347,29,10,45,12,0,12,12,8,4,13
2021/22,44347,30,11,42,7,0,10,10,10,5,16
2021/22,44347,31,13,45,6,0,13,13,8,4,18
2021/22,44347,32,14,37,6,0,16,16,10,5,15
2021/22,44347,33,13,34,7,0,19,19,8,4,18
2021/22,44347,34,12,31,5,0,28,28,12,6,30
2021/22,44347,35,11,26,5,0,35,35,16,8,43
2021/22,44347,36,10,21,6,0,36,36,14,7,43
2021/22,44347,37,3,17,1,0,36,36,16,8,41
2021/22,44347,38,3,13,1,0,40,40,16,8,44
2021/22,44347,39,6,8,2,0,46,46,14,7,43
2021/22,44347,40,12,7,3,0,52,52,18,9,46
2021/22,44347,41,19,9,3,0,60,60,14,7,53
2021/22,44347,42,16,11,1,0,63,63,14,7,51
2021/22,44347,43,14,13,1,0,59,59,16,8,45
2021/22,44347,44,17,13,1,0,62,62,18,9,37
2021/22,44347,45,20,13,2,0,65,65,18,9,39
2021/22,44347,46,18,16,2,0,60,60,16,8,24
2021/22,44347,47,26,46,6,0,103,103,16,8,45
2021/22,44347,48,17,52,4,0,90,90,14,7,40
2021/22,44348,1,39,59,9,0,80,80,18,9,34
2021/22,44348,2,39,59,8,0,77,77,20,10,36
2021/22,44348,3,26,63,4,0,75,75,20,10,27
2021/22,44348,4,21,71,10,0,88,88,28,14,22
2021/22,44348,5,29,79,2,0,85,85,32,16,12
2021/22,44348,6,42,85,5,0,73,73,36,18,3
2021/22,44348,7,39,85,6,0,78,78,34,17,8
2021/22,44348,8,37,80,6,0,81,81,28,14,7
2021/22,44348,9,29,76,5,0,86,86,24,12,2
2021/22,44348,10,26,59,40,0,76,76,24,12,4
2021/22,44348,11,28,48,5,0,56,56,18,9,7
2021/22,44348,12,27,52,5,0,32,32,16,8,4
2021/22,44348,13,23,47,3,0,21,21,14,7,8
2021/22,44348,14,23,30,1,0,14,14,12,6,7
2021/22,44348,15,24,32,2,0,8,8,10,5,7
2021/22,44348,16,21,31,1,0,5,5,10,5,4
2021/22,44348,17,26,37,4,0,2,2,14,7,1
2021/22,44348,18,33,35,5,0,1,1,18,9,3
2021/22,44348,19,39,28,4,0,6,6,22,11,5
2021/22,44348,20,36,22,3,0,4,4,16,8,7
2021/22,44348,21,38,18,2,0,6,6,22,11,9
2021/22,44348,22,32,15,2,0,12,12,28,14,13
2021/22,44348,23,25,11,3,0,23,23,26,13,13
2021/22,44348,24,16,15,2,0,35,35,26,13,11
2021/22,44348,25,6,15,1,0,32,32,24,12,8
2021/22,44348,26,10,15,2,0,40,40,24,12,4
2021/22,44348,27,13,12,2,0,46,46,32,16,6
2021/22,44348,28,13,17,1,0,64,64,34,17,8
2021/22,44348,29,23,21,3,0,75,75,34,17,10
2021/22,44348,30,20,25,4,0,77,77,42,21,22
2021/22,44348,31,12,25,5,0,69,69,46,23,33
2021/22,44348,32,8,30,6,0,74,74,42,21,36
2021/22,44348,33,8,29,7,0,97,97,38,19,51
2021/22,44348,34,6,29,10,0,108,108,38,19,65
2021/22,44348,35,5,34,10,0,132,132,52,26,66
2021/22,44348,36,4,40,7,0,136,136,60,30,55
2021/22,44348,37,5,31,4,0,133,133,112,56,50
2021/22,44348,38,4,21,4,0,125,125,164,82,61
2021/22,44348,39,2,24,8,0,119,119,176,88,63
2021/22,44348,40,3,25,9,0,112,112,176,88,86
2021/22,44348,41,2,21,9,0,107,107,176,88,116
2021/22,44348,42,3,22,9,0,119,119,176,88,147
2021/22,44348,43,2,17,12,0,116,116,176,88,153
2021/22,44348,44,2,20,17,0,106,106,176,88,167
2021/22,44348,45,3,20,17,0,93,93,176,88,185
2021/22,44348,46,1,18,13,0,90,90,176,88,199
2021/22,44348,47,1,9,7,0,49,49,88,44,102
2021/22,44348,48,1,6,5,0,46,46,86,43,98
2021/22,44349,1,1,8,4,0,42,42,76,38,90
2021/22,44349,2,1,7,4,0,41,41,74,37,66
2021/22,44349,3,1,8,5,0,46,46,76,38,45
2021/22,44349,4,1,7,5,0,54,54,68,34,45
2021/22,44349,5,1,9,5,0,59,59,64,32,59
2021/22,44349,6,2,11,4,0,66,66,68,34,63
2021/22,44349,7,3,10,6,0,63,63,62,31,60
2021/22,44349,8,4,12,6,0,58,58,66,33,62
2021/22,44349,9,4,11,4,0,55,55,76,38,50
2021/22,44349,10,6,11,40,0,42,42,80,40,50
2021/22,44349,11,8,8,3,0,27,27,78,39,63
2021/22,44349,12,6,5,5,0,21,21,72,36,68
2021/22,44349,13,5,5,4,0,24,24,76,38,57
2021/22,44349,14,4,4,5,0,26,26,82,41,60
2021/22,44349,15,4,8,5,0,30,30,70,35,53
2021/22,44349,16,6,20,7,0,31,31,70,35,49
2021/22,44349,17,9,29,11,0,29,29,60,30,43
2021/22,44349,18,10,34,17,0,23,23,42,21,49
2021/22,44349,19,13,40,24,0,17,17,30,15,61
2021/22,44349,20,18,50,25,0,12,12,28,14,64
2021/22,44349,21,15,49,25,0,13,13,30,15,76
2021/22,44349,22,16,45,24,0,12,12,36,18,83
2021/22,44349,23,19,46,26,0,14,14,42,21,79
2021/22,44349,24,19,47,26,0,14,14,40,20,49
2021/22,44349,25,19,49,24,0,14,14,30,15,48
2021/22,44349,26,19,55,23,0,17,17,24,12,46
2021/22,44349,27,20,60,25,0,20,20,24,12,46
2021/22,44349,28,19,57,27,0,23,23,24,12,42
2021/22,44349,29,21,60,28,0,25,25,28,14,42
2021/22,44349,30,21,59,27,0,29,29,36,18,43
2021/22,44349,31,23,56,23,0,32,32,38,19,38
2021/22,44349,32,20,55,20,0,34,34,44,22,49
2021/22,44349,33,18,53,16,0,39,39,54,27,56
2021/22,44349,34,17,52,15,0,40,40,54,27,62
2021/22,44349,35,16,43,19,0,35,35,50,25,60
2021/22,44349,36,21,40,12,0,30,30,50,25,67
2021/22,44349,37,18,36,16,0,30,30,48,24,71
2021/22,44349,38,18,31,18,0,30,30,42,21,55
2021/22,44349,39,15,21,17,0,29,29,38,19,59
2021/22,44349,40,17,19,16,0,19,19,48,24,63
2021/22,44349,41,14,23,16,0,2,2,44,22,56
2021/22,44349,42,9,17,18,0,14,14,32,16,61
2021/22,44349,43,18,10,16,0,13,13,32,16,61
2021/22,44349,44,19,11,16,0,10,10,34,17,67
2021/22,44349,45,15,12,18,0,9,9,32,16,56
2021/22,44349,46,17,16,15,0,10,10,28,14,46
2021/22,44349,47,15,14,19,0,11,11,26,13,43
2021/22,44349,48,14,18,18,0,9,9,24,12,46
2021/22,44350,1,20,22,15,0,1,1,14,7,49
2021/22,44350,2,20,21,15,0,4,4,16,8,39
2021/22,44350,3,17,22,17,0,6,6,22,11,32
2021/22,44350,4,14,25,18,0,5,5,20,10,36
2021/22,44350,5,18,25,16,0,5,5,22,11,31
2021/22,44350,6,19,24,17,0,7,7,32,16,27
2021/22,44350,7,16,21,13,0,10,10,34,17,32
2021/22,44350,8,17,20,11,0,8,8,30,15,33
2021/22,44350,9,22,19,10,0,6,6,24,12,29
2021/22,44350,10,16,19,110,0,9,9,22,11,25
2021/22,44350,11,16,21,10,0,7,7,24,12,22
2021/22,44350,12,20,22,12,0,8,8,14,7,25
2021/22,44350,13,25,21,11,0,17,17,6,3,19
2021/22,44350,14,22,20,10,0,21,21,10,5,13
2021/22,44350,15,24,19,12,0,14,14,16,8,5
2021/22,44350,16,23,17,8,0,9,9,14,7,6
2021/22,44350,17,22,13,9,0,8,8,8,4,1
2021/22,44350,18,21,18,11,0,10,10,2,1,3
2021/22,44350,19,20,26,11,0,15,15,2,1,6
2021/22,44350,20,26,35,11,0,17,17,4,2,4
2021/22,44350,21,27,39,10,0,12,12,0,0,1
2021/22,44350,22,26,38,9,0,10,10,0,0,3
2021/22,44350,23,26,32,7,0,6,6,0,0,3
2021/22,44350,24,28,32,7,0,2,2,0,0,3
2021/22,44350,25,24,39,6,0,6,6,0,0,4
2021/22,44350,26,24,47,6,0,6,6,0,0,6
2021/22,44350,27,21,37,2,0,5,5,0,0,7
2021/22,44350,28,24,27,3,0,6,6,0,0,6
2021/22,44350,29,22,30,2,0,6,6,0,0,2
2021/22,44350,30,23,21,1,0,1,1,0,0,3
2021/22,44350,31,25,16,3,0,1,1,0,0,4
2021/22,44350,32,24,14,4,0,4,4,0,0,2
2021/22,44350,33,22,15,6,0,6,6,0,0,2
2021/22,44350,34,23,25,5,0,7,7,0,0,4
2021/22,44350,35,17,25,8,0,6,6,0,0,9
2021/22,44350,36,13,31,9,0,5,5,0,0,7
2021/22,44350,37,10,34,12,0,6,6,0,0,3
2021/22,44350,38,5,51,10,0,6,6,2,1,4
2021/22,44350,39,4,66,11,0,5,5,2,1,7
2021/22,44350,40,7,61,6,0,3,3,0,0,7
2021/22,44350,41,10,52,8,0,4,4,0,0,7
2021/22,44350,42,6,41,8,0,7,7,0,0,2
2021/22,44350,43,5,32,9,0,10,10,0,0,2
2021/22,44350,44,9,26,6,0,14,14,0,0,4
2021/22,44350,45,10,21,7,0,10,10,0,0,4
2021/22,44350,46,10,12,6,0,10,10,2,1,2
2021/22,44350,47,4,10,4,0,3,3,2,1,2
2021/22,44350,48,7,11,3,0,4,4,6,3,3
2021/22,44351,1,8,15,3,0,5,5,6,3,1
2021/22,44351,2,8,18,3,0,5,5,10,5,18
2021/22,44351,3,11,17,3,0,3,3,20,10,39
2021/22,44351,4,11,14,7,0,3,3,6,3,38
2021/22,44351,5,4,16,8,0,6,6,6,3,34
2021/22,44351,6,1,16,5,0,14,14,8,4,23
2021/22,44351,7,1,11,4,0,14,14,8,4,28
2021/22,44351,8,9,10,3,0,8,8,6,3,31
2021/22,44351,9,9,10,4,0,5,5,26,13,26
2021/22,44351,10,8,8,50,0,3,3,20,10,14
2021/22,44351,11,6,8,4,0,4,4,22,11,10
2021/22,44351,12,3,11,5,0,5,5,32,16,6
2021/22,44351,13,3,15,5,0,9,9,40,20,9
2021/22,44351,14,3,16,5,0,13,13,44,22,9
2021/22,44351,15,4,17,5,0,7,7,42,21,4
2021/22,44351,16,6,20,7,0,8,8,34,17,1
2021/22,44351,17,10,21,8,0,11,11,42,21,4
2021/22,44351,18,10,18,10,0,12,12,42,21,11
2021/22,44351,19,5,19,11,0,15,15,32,16,8
2021/22,44351,20,4,20,11,0,21,21,22,11,9
2021/22,44351,21,5,24,8,0,10,10,12,6,5
2021/22,44351,22,6,22,9,0,1,1,10,5,3
2021/22,44351,23,1,20,6,0,6,6,12,6,2
2021/22,44351,24,1,20,6,0,14,14,20,10,1
2021/22,44351,25,1,19,7,0,17,17,32,16,4
2021/22,44351,26,1,23,6,0,15,15,28,14,8
2021/22,44351,27,1,19,7,0,12,12,20,10,5
2021/22,44351,28,2,19,8,0,15,15,10,5,3
2021/22,44351,29,1,16,9,0,16,16,10,5,7
2021/22,44351,30,1,21,8,0,10,10,6,3,1
2021/22,44351,31,1,21,7,0,14,14,8,4,2
2021/22,44351,32,1,15,10,0,21,21,16,8,3
2021/22,44351,33,1,20,10,0,21,21,24,12,6
2021/22,44351,34,1,20,11,0,24,24,34,17,5
2021/22,44351,35,1,20,7,0,25,25,44,22,4
2021/22,44351,36,2,19,7,0,26,26,52,26,2
2021/22,44351,37,1,17,6,0,25,25,48,24,2
2021/22,44351,38,1,13,4,0,16,16,40,20,2
2021/22,44351,39,1,10,3,0,16,16,50,25,3
2021/22,44351,40,1,10,1,0,16,16,38,19,1
2021/22,44351,41,1,8,3,0,16,16,32,16,2
2021/22,44351,42,2,8,3,0,18,18,16,8,1
2021/22,44351,43,2,11,2,0,17,17,10,5,1
2021/22,44351,44,2,8,1,0,16,16,4,2,1
2021/22,44351,45,1,6,0,0,18,18,4,2,1
2021/22,44351,46,2,5,0,0,16,16,2,1,1
2021/22,44351,47,1,4,0,0,15,15,2,1,1
2021/22,44351,48,1,5,0,0,18,18,2,1,1
2021/22,44352,1,1,8,0,0,10,10,2,1,1
2021/22,44352,2,1,6,0,0,6,6,2,1,1
2021/22,44352,3,1,6,0,0,9,9,2,1,1
2021/22,44352,4,2,7,0,0,9,9,2,1,1
2021/22,44352,5,1,7,0,0,8,8,6,3,1
2021/22,44352,6,1,10,0,0,9,9,2,1,1
2021/22,44352,7,1,14,0,0,9,9,4,2,1
2021/22,44352,8,1,14,0,0,8,8,10,5,1
2021/22,44352,9,1,17,0,0,10,10,14,7,1
2021/22,44352,10,1,16,0,0,8,8,14,7,1
2021/22,44352,11,1,16,1,0,8,8,16,8,1
2021/22,44352,12,1,18,0,0,6,6,16,8,1
2021/22,44352,13,1,15,0,0,3,3,8,4,1
2021/22,44352,14,1,13,2,0,1,1,12,6,1
2021/22,44352,15,1,24,4,0,1,1,8,4,1
2021/22,44352,16,2,24,3,0,3,3,6,3,1
2021/22,44352,17,1,19,2,0,4,4,8,4,1
2021/22,44352,18,1,17,3,0,3,3,6,3,1
2021/22,44352,19,2,19,6,0,3,3,4,2,1
2021/22,44352,20,2,31,7,0,1,1,2,1,1
2021/22,44352,21,2,33,7,0,6,6,4,2,1
2021/22,44352,22,2,35,10,0,3,3,2,1,1
2021/22,44352,23,1,31,9,0,2,2,2,1,1
2021/22,44352,24,1,27,9,0,2,2,2,1,0
2021/22,44352,25,1,29,9,0,1,1,2,1,0
2021/22,44352,26,1,29,9,0,1,1,2,1,0
2021/22,44352,27,1,25,7,0,1,1,2,1,1
2021/22,44352,28,1,21,9,0,1,1,0,0,1
2021/22,44352,29,1,17,12,0,1,1,0,0,1
2021/22,44352,30,2,16,9,0,1,1,2,1,3
2021/22,44352,31,2,19,8,5,1,1,0,0,6
2021/22,44352,32,2,19,6,4,1,1,0,0,8
2021/22,44352,33,2,19,5,10,1,1,0,0,10
2021/22,44352,34,4,17,6,26,2,2,0,0,12
2021/22,44352,35,6,18,4,21,5,5,0,0,18
2021/22,44352,36,7,16,6,15,8,8,0,0,17
2021/22,44352,37,7,17,5,22,8,8,0,0,17
2021/22,44352,38,6,16,6,28,8,8,0,0,18
2021/22,44352,39,4,9,5,30,7,7,0,0,17
2021/22,44352,40,1,10,2,28,4,4,0,0,17
2021/22,44352,41,1,8,1,27,2,2,2,1,21
2021/22,44352,42,1,15,2,24,2,2,2,1,29
2021/22,44352,43,1,17,3,14,1,1,2,1,31
2021/22,44352,44,1,13,2,4,1,1,4,2,37
2021/22,44352,45,1,6,2,20,1,1,8,4,46
2021/22,44352,46,1,4,1,18,1,1,12,6,54
2021/22,44352,47,1,7,0,4,1,1,12,6,61
2021/22,44352,48,1,5,0,3,3,3,12,6,48
2021/22,44353,1,1,4,0,3,3,3,10,5,47
2021/22,44353,2,1,4,0,5,2,2,12,6,36
2021/22,44353,3,1,6,1,9,2,2,12,6,30
2021/22,44353,4,1,11,1,8,2,2,12,6,9
2021/22,44353,5,2,13,2,5,2,2,18,9,1
2021/22,44353,6,1,12,3,2,2,2,20,10,7
2021/22,44353,7,1,9,6,1,2,2,14,7,7
2021/22,44353,8,1,12,9,5,2,2,12,6,3
2021/22,44353,9,1,12,7,9,2,2,10,5,3
2021/22,44353,10,1,10,50,8,1,1,2,1,1
2021/22,44353,11,1,13,5,7,1,1,4,2,8
2021/22,44353,12,1,11,11,3,1,1,6,3,9
2021/22,44353,13,1,9,13,2,1,1,2,1,11
2021/22,44353,14,1,8,6,2,1,1,0,0,12
2021/22,44353,15,1,6,3,8,1,1,0,0,14
2021/22,44353,16,1,3,2,5,1,1,0,0,11
2021/22,44353,17,1,3,1,1,1,1,0,0,8
2021/22,44353,18,1,2,1,5,1,1,0,0,3
2021/22,44353,19,2,3,1,7,1,1,0,0,2
2021/22,44353,20,1,2,1,5,1,1,0,0,3
2021/22,44353,21,2,1,1,6,1,1,0,0,3
2021/22,44353,22,1,1,2,6,1,1,0,0,4
2021/22,44353,23,1,5,1,8,1,1,0,0,3
2021/22,44353,24,1,5,2,10,1,1,0,0,2
2021/22,44353,25,1,3,1,9,1,1,0,0,5
2021/22,44353,26,1,0,1,10,4,4,6,3,7
2021/22,44353,27,1,1,1,9,7,7,14,7,6
2021/22,44353,28,1,2,1,9,7,7,16,8,2
2021/22,44353,29,1,3,1,8,6,6,20,10,6
2021/22,44353,30,1,4,0,7,3,3,14,7,6
2021/22,44353,31,1,3,0,5,3,3,10,5,6
2021/22,44353,32,1,1,0,4,3,3,6,3,5
2021/22,44353,33,1,1,0,6,2,2,6,3,3
2021/22,44353,34,1,1,0,6,2,2,2,1,2
2021/22,44353,35,1,1,0,4,2,2,2,1,1
2021/22,44353,36,2,1,0,5,1,1,6,3,2
2021/22,44353,37,2,2,1,1,4,4,2,1,4
2021/22,44353,38,2,2,0,4,3,3,4,2,6
2021/22,44353,39,3,1,0,3,2,2,2,1,6
2021/22,44353,40,2,1,0,3,4,4,2,1,4
2021/22,44353,41,1,2,1,3,4,4,4,2,3
2021/22,44353,42,2,2,1,1,5,5,2,1,7
2021/22,44353,43,1,0,1,0,6,6,2,1,9
2021/22,44353,44,2,0,1,0,8,8,2,1,13
2021/22,44353,45,2,0,2,0,10,10,2,1,10
2021/22,44353,46,1,0,1,0,3,3,2,1,5
2021/22,44353,47,1,1,1,0,1,1,6,3,8
2021/22,44353,48,2,0,0,0,2,2,10,5,6
2021/22,44354,1,1,0,0,0,1,1,10,5,1
2021/22,44354,2,1,-1,0,0,2,2,14,7,2
2021/22,44354,3,1,-1,0,0,4,4,16,8,4
2021/22,44354,4,2,-1,0,0,4,4,14,7,3
2021/22,44354,5,3,-1,0,0,1,1,18,9,1
2021/22,44354,6,4,-1,0,0,1,1,24,12,1
2021/22,44354,7,4,-1,0,0,2,2,24,12,1
2021/22,44354,8,3,0,0,0,2,2,24,12,1
2021/22,44354,9,2,0,0,0,2,2,24,12,1
2021/22,44354,10,3,2,0,0,3,3,30,15,5
2021/22,44354,11,2,2,0,0,4,4,32,16,7
2021/22,44354,12,4,2,0,0,5,5,34,17,5
2021/22,44354,13,6,4,0,0,5,5,34,17,5
2021/22,44354,14,7,3,0,1,5,5,30,15,6
2021/22,44354,15,5,0,0,2,4,4,26,13,1
2021/22,44354,16,3,0,0,1,1,1,24,12,6
